Field.code	Field	N.non.missing	N.missing	N.cases	N.controls	Notes
1598	Average weekly spirits intake	240658	96541	NA	NA	"ACE touchscreen question """"In an average WEEK, how many measures of spirits or liqueurs would you drink? (there are 25 standard measures in a normal sized bottle; spirits include drinks such as whisky, gin, rum, vodka, brandy)"""" The following checks were performed: If answer < 0 then rejected If answer > 250 then rejected If answer > 100 then participant asked to confirm If the participant activated the Help button they were shown the message: For mixed drinks that contain spirits or liqueurs, count one bottle as one measure. There is a question later on alcopops ~F1598~ was collected from participants who indicated they drink alcohol more often than once or twice a week, as defined by their answers to ~F1558~"
1608	Average weekly fortified wine intake	241381	95818	NA	NA	"ACE touchscreen question """"In an average WEEK, how many glasses of fortified wine would you drink? (There are 12 glasses in an average bottle) (Fortified wines include drinks such as sherry, port, vermouth)"""" The following checks were performed: If answer < 0 then rejected If answer > 250 then rejected If answer > 100 then participant asked to confirm If the participant activated the Help button they were shown the message: Fortified wines include: Sherry, Port, Vermouth, Muscat, Madeira, Malaga, Tokay, Frontignan, Frontignac. ~F1608~ was collected from participants who indicated they drink alcohol more often than once or twice a week, as defined by their answers to ~F1558~"
1628	Alcohol intake versus 10 years previously	313248	23951	NA	NA	"ACE touchscreen question """"Compared to 10 years ago, do you drink?"""" ~F1628~ was collected from participants who indicated they drink alcohol, as defined by their answers to ~F1558~"
1687	Comparative body size at age 10	331693	5506	NA	NA	"ACE touchscreen question """"When you were 10 years old, compared to average would you describe yourself as:"""""
1697	Comparative height size at age 10	332021	5178	NA	NA	"ACE touchscreen question """"When you were 10 years old, compared to average would you describe yourself as:"""""
1807	Father's age at death	248726	88473	NA	NA	"ACE touchscreen question """"What was his age when he died?"""" The following checks were performed: If answer < 10 then rejected If answer > 122 then rejected If answer < 15 then participant asked to confirm If answer > 105 then participant asked to confirm ~F1807~ was collected from participants who indicated their father has died, as defined by their answers to ~F1797~ or, if they are adopted, their adopted father has died, as defined by their answers to ~F1797~"
1873	Number of full brothers	332194	5005	NA	NA	"ACE touchscreen question """"How many brothers do you have? (Please include those who have died, and twin brothers. Do not include half-brothers, step-brothers or adopted brothers)"""" The following checks were performed: If answer < 0 then rejected If answer > 25 then rejected If answer > 10 then participant asked to confirm ~F1873~ was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~"
1883	Number of full sisters	332255	4944	NA	NA	"ACE touchscreen question """"How many sisters do you have? (Please include those who have died, and twin sisters. Do not include half-sisters, step-sisters or adopted sisters)"""" The following checks were performed: If answer < 0 then rejected If answer > 25 then rejected If answer > 10 then participant asked to confirm ~F1883~ was collected from participants who indicated they were not adopted as a child, as defined by their answers to ~F1767~"
189	Townsend deprivation index at recruitment	336798	401	NA	NA	Townsend deprivation index calculated immediately prior to participant joining UK Biobank. Based on the preceding national census output areas. Each participant is assigned a score corresponding to the output area in which their postcode is located.
20015	Sitting height	336172	1027	NA	NA	Distance from rump to crown when sitting, calculated as the difference between ~F51~ and ~F3077~.
20016	Fluid intelligence score	108818	228381	NA	NA	This is a simple unweighted sum of the number of correct answers given to the 13 fluid intelligence questions. Participants who did not answer all of the questions within the allotted 2 minute limit are scored as zero for each of the unattempted questions.
20018	Prospective memory result	111099	226100	NA	NA	This field condenses the results of the prospective memory test into 3 groups. It does not distinguish between people who, at the first attempt, followed the on-screen instruction (thereby giving an incorrect result) and people who remembered to ignore the instruction but did not correctly recall what to do instead. Please see the constituent parts ~F4292~ and ~F4293~ if additional detail is required.
20022	Birth weight	193063	144136	NA	NA	Participants were asked to enter their own birth-weight. The weight could be entered either in Kg or in Imperial pounds+ounces. Values entered as Imperial units are held in ~F121~ and ~F122~, and their values have been converted into Kg and incorporated into this field.
20023	Mean time to correctly identify matches	335139	2060	NA	NA	"This field is the mean duration to first press of snap-button summed over rounds in which both cards matched. It gives a crude measure of the raw processing+reaction speed of a participant. The following data points were excluded when forming the average: Rounds 0-4 were regarded as """"training""""; Times under 50ms must be due to anticipation rather than reaction; Times over 2000ms were ignored as the cards had disappeared by then. Values were rounded to the nearest whole number."
20127	Neuroticism score	274108	63091	NA	NA	This is an externally derived summary score of neuroticism, based on 12 neurotic behaviour domains as reported from fields 1920, 1930, 1940, 1950, 1960, 1970, 1980, 1990, 2000, 2010, 2020 and 2030 from the touchscreen questionnaire at baseline. Participants were assessed for twelve domains of neurotic behaviours via the touchscreen questionnaire. Questions included: Does your mood often go up and down? Do you ever feel 'just miserable' for no reason? Are you an irritable person? Are your feelings easily hurt? Do you often feel 'fed-up'? Would you call yourself a nervous person? Are you a worrier? Would you call yourself tense or 'highly strung'? Do you worry too long after an embarrassing experience? Do you suffer from 'nerves'? Do you often feel lonely? Are you often troubled by feelings of guilt? Participants could answer Yes, No, Do not know or Prefer not to answer. This field summarises the number of Yes answers across these twelve questions into a single integer score for each participant. This derived data field has come from Professor Jill Pell from the Institute of Health &amp; Wellbeing, University of Glasgow. Methods on how these fields were derived can be found in the Additional Resources tab.
20150	Forced expiratory volume in 1-second (FEV1), Best measure	255492	81707	NA	NA	"Highest measure from the array of values for Forced Expiratory Volume in 1-second (FEV1) ~F3063~, which was """"acceptable"""" according to corresponding acceptability field (~F3061~). A blow was deemed acceptable if recorded as 0 (no problems) or 32 (0x20 - """"USER_ACCEPTED""""). This derived data field has come from Professor Martin Tobin at the University of Leicester."
20151	Forced vital capacity (FVC), Best measure	255492	81707	NA	NA	"Highest measure from the array of values for Forced Vital Capacity (FVC) (~F3062~), which was """"acceptable"""" according to corresponding acceptability field (~F3061~). A blow was deemed acceptable if recorded as 0 (no problems) or 32 (0x20 - """"USER_ACCEPTED""""). This derived data field has come from Professor Martin Tobin at the University of Leicester."
20153	Forced expiratory volume in 1-second (FEV1), predicted	110423	226776	NA	NA	"Predicted Forced Expiratory Volume in 1-second (FEV1), was calculated using a subset of """"healthy never smokers"""" from UK Biobank. """"Healthy never smokers"""", were selected as individuals with """"Ever Smoking Status""""=0 and with """"Reproducible measure using the European Respiratory Society/American Thoracic Society (ERS/ATS) Criteria""""=YES (1), with the following exclusions: ~F2316~: Individuals who indicated that they had experienced wheeze: """"Yes"""" (1), """"Do not know"""" (-1) or """"Prefer not to answer"""" (-3). ~F6152~: Individuals who reported """"emphysema/chronic bronchitis"""" (6) or """"asthma"""" (8) or """"Prefer not to answer"""" (-3). ~F20002~: Individuals who reported any of the following: asthma (1111), COPD (1112), emphysema/chronic bronchitis (1113), bronchiectasis (1114), interstitial lung disease (1115), asbestosis (1120), pulmonary fibrosis (1121), fibrosing/unspecified alveolitis (1122), respiratory failure (1124), pleurisy (1125), spontaneous/recurrent pneumothorax (1126), other respiratory problems (1117). Healthy never smokers were grouped into 58 age-sex bands (29 age bands per sex; ages 39, 40 and 41 were grouped into one band and ages 69, 70 and 72 were grouped into one band with ages 42 to 68 each forming a separate band) and the following linear regression model was fitted in each age-sex band: FEV1 = Beta0 + Beta1 * Standing Height Predicted FEV1 was then calculated for all samples who were never smokers (""""Ever Smoking Status""""=0) or heavy smokers (""""Ever Smoking Status""""=1 AND """"Pack years as proportion of life span exposed to smoking"""" &gt;= 0.42) and with """"Reproducible measure using the European Respiratory Society/American Thoracic Society (ERS/ATS) Criteria""""=YES, using the estimates of Beta0 and Beta1 , from the appropriate age-sex band: Predicted FEV1= (pred. Beta0 ) + (pred. Beta1 )^ * Standing Height Five individuals were outliers in terms of their FEV1 and ere not coded. This derived data field has come from Professor Martin Tobin at the University of Leicester."
20154	Forced expiratory volume in 1-second (FEV1), predicted percentage	110423	226776	NA	NA	This value was only calculated for samples with non-missing predicted Forced Expiratory Volume in 1-second, using derived variables Force Expiratory Volume in 1-second (FEV1) and predicted Forced Expiratory Volume in 1-second (pred.FEV1). It is defined as the Force Expiratory Volume in 1-second divided by the Percent predicted Forced Expiratory Volume in 1-second multiplied by 100: FEV1 /pred.FEV1 * 100 This derived data field has come from Professor Martin Tobin at the University of Leicester.
20161	Pack years of smoking PREVIEW ONLY	101726	235473	NA	NA	(in preview http://biobank.ctsu.ox.ac.uk/showcase/help.cgi?cd=preview) NOT IN DATA DICTIONARY CSV ORIGINALLY
20162	Pack years adult smoking as proportion of life span exposed to smoking PREVIEW ONLY	101726	235473	NA	NA	(in preview http://biobank.ctsu.ox.ac.uk/showcase/help.cgi?cd=preview) NOT IN DATA DICTIONARY CSV ORIGINALLY
2050	Frequency of depressed mood in last 2 weeks	323267	13932	NA	NA	"ACE touchscreen question """"Over the past two weeks, how often have you felt down, depressed or hopeless?"""" If the participant activated the Help button they were shown the message: Answer this question thinking about the past 2 weeks. If you are unsure, please provide an estimate or select Do not know."
2060	Frequency of unenthusiasm / disinterest in last 2 weeks	326730	10469	NA	NA	"ACE touchscreen question """"Over the past two weeks, how often have you had little interest or pleasure in doing things?"""" If the participant activated the Help button they were shown the message: Answer this question thinking about the past 2 weeks. If you are unsure, please provide an estimate or select Do not know."
2070	Frequency of tenseness / restlessness in last 2 weeks	325169	12030	NA	NA	"ACE touchscreen question """"Over the past two weeks, how often have you felt tense, fidgety or restless?"""" If the participant activated the Help button they were shown the message: Answer this question thinking about the past 2 weeks. If you are unsure, please provide an estimate or select Do not know."
2080	Frequency of tiredness / lethargy in last 2 weeks	327528	9671	NA	NA	"ACE touchscreen question """"Over the past two weeks, how often have you felt tired or had little energy?"""" If the participant activated the Help button they were shown the message: Answer this question thinking about the past 2 weeks. If you are unsure, please provide an estimate or select Do not know."
21001	Body mass index (BMI)	336107	1092	NA	NA	BMI value here is constructed from height and weight measured during the initial Assessment Centre visit. Value is not present if either of these readings were omitted.
21002	Weight	336227	972	NA	NA	Weight was measured by a variety of means during the initial Assessment Centre visit. This field amalgamates these values into a single item.
21021	Pulse wave Arterial Stiffness index	109813	227386	NA	NA	The time between peaks of the waveform (the peak-to-peak time) is divided into the persons height to obtain the Stiffness Index. This value was calculated outside the Assessment Centre visit as the participant height was not known until after the stiffness device had been used.
2178	Overall health rating	336020	1179	NA	NA	"ACE touchscreen question """"In general how would you rate your overall health?"""""
2296	Falls in the last year	336617	582	NA	NA	"ACE touchscreen question """"In the last year have you had any falls?"""""
2306	Weight change compared with 1 year ago	331803	5396	NA	NA	"ACE touchscreen question """"Compared with one year ago, has your weight changed?"""""
23099	Body fat percentage	331117	6082	NA	NA	Body composition estimation by impedance measurement. Body fat percentage Body fat percentage. Range 1% - 75% in 0.1% increments.
23100	Whole body fat mass	330762	6437	NA	NA	Body composition estimation by impedance measurement. Fat mass Total fat mass in Kg, in 0.1Kg increments.
23101	Whole body fat-free mass	331291	5908	NA	NA	Body composition estimation by impedance measurement. Fat free mass Fat free mass in Kg. Increment in 0.1 Kg
23102	Whole body water mass	331315	5884	NA	NA	Body composition estimation by impedance measurement. Body water mass Units in Kg. Increments in 0.1 Kg.
23105	Basal metabolic rate	331307	5892	NA	NA	Body composition estimation by impedance measurement. Basal metabolic rate Return value in Kilo- Joules.
23106	Impedance of whole body	331284	5915	NA	NA	Body composition estimation by impedance measurement. Impedance of whole body. is Range 150 - 1200ohms in 1ohm increments.
23107	Impedance of leg (right)	331301	5898	NA	NA	Body composition estimation by impedance measurement. Impedance of right leg, oh Measured impedance of right leg. Range 150 - 1200 (ohms) in 1 (ohms) increments.
23108	Impedance of leg (left)	331296	5903	NA	NA	Body composition estimation by impedance measurement. Impedance of left leg, ohm Measured impedance of left leg. Range 150 - 1200 (ohms) in 1 (ohms) increments.
23109	Impedance of arm (right)	331279	5920	NA	NA	Body composition estimation by impedance measurement. Impedance of right arm, oh Measured impedance of right arm. Range 150 - 1200 (ohms) in 1 (ohms) increments.
23110	Impedance of arm (left)	331292	5907	NA	NA	Body composition estimation by impedance measurement. Impedance of left arm, ohm Measured impedance of left arm. Range 150 - 1200 (ohms) in 1 (ohms) increments.
23111	Leg fat percentage (right)	331296	5903	NA	NA	Body composition estimation by impedance measurement. Right leg fat percentages Range 1-75% in 0.1% increments.
23112	Leg fat mass (right)	331293	5906	NA	NA	Body composition estimation by impedance measurement. Right leg fat mass Right leg fat mass in Kg, 0.1 increments.
23113	Leg fat-free mass (right)	331285	5914	NA	NA	Body composition estimation by impedance measurement. Right leg fat free mass. Right leg fat free mass in Kg, 0.1 increments.
23114	Leg predicted mass (right)	331285	5914	NA	NA	Body composition estimation by impedance measurement. Right leg predicted mass. in Kg, 0.1 increments.
23115	Leg fat percentage (left)	331278	5921	NA	NA	Body composition estimation by impedance measurement. Left leg fat percentage Range 1-75% in 0.1% increments.
23116	Leg fat mass (left)	331275	5924	NA	NA	Body composition estimation by impedance measurement. Left leg fat mass Left leg free mass in Kg, 0.1 increments.
23117	Leg fat-free mass (left)	331258	5941	NA	NA	Body composition estimation by impedance measurement. Left leg fat free mass. Left leg fat free mass in Kg, 0.1 increments.
23118	Leg predicted mass (left)	331253	5946	NA	NA	Body composition estimation by impedance measurement. Left leg predicted mass. in Kg, 0.1 increments.
23119	Arm fat percentage (right)	331249	5950	NA	NA	Body composition estimation by impedance measurement. Right arm fat percentage Range 1-75% in 0.1% increments.
23120	Arm fat mass (right)	331226	5973	NA	NA	Body composition estimation by impedance measurement. Right arm fat mass. Right arm fat mass in Kg, 0.1 increments.
23121	Arm fat-free mass (right)	331221	5978	NA	NA	Body composition estimation by impedance measurement. Right arm fat free mass Right arm fat free mass in Kg, 0.1 increments.
23122	Arm predicted mass (right)	331216	5983	NA	NA	Body composition estimation by impedance measurement. Right Arm predicted mass in Kg, 0.1 increments.
23123	Arm fat percentage (left)	331198	6001	NA	NA	Body composition estimation by impedance measurement. Left arm fat percentage Range 1-75% in 0.1% increments.
23124	Arm fat mass (left)	331164	6035	NA	NA	Body composition estimation by impedance measurement. Left arm fat mass. Left arm fat mass in Kg, 0.1 increments.
23125	Arm fat-free mass (left)	331159	6040	NA	NA	Body composition estimation by impedance measurement. Left arm fat free mass Left arm fat free mass in Kg, 0.1 increments.
23126	Arm predicted mass (left)	331146	6053	NA	NA	Body composition estimation by impedance measurement. Left arm predicted mass. in Kg, 0.1 increments.
23127	Trunk fat percentage	331113	6086	NA	NA	Body composition estimation by impedance measurement. Trunk fat percentages Range 1-75% in 0.1% increments.
23128	Trunk fat mass	331093	6106	NA	NA	Body composition estimation by impedance measurement. Trunk fat mass Trunk fat mass in Kg, 0.1 increments.
23129	Trunk fat-free mass	331030	6169	NA	NA	Body composition estimation by impedance measurement. Trunk fat free mass. Trunk fat free mass in Kg, 0.1 increments.
23130	Trunk predicted mass	330995	6204	NA	NA	Body composition estimation by impedance measurement. Trunk predicted mass in Kg, 0.1 increments.
2375	Relative age of first facial hair	151113	186086	NA	NA	"ACE touchscreen question """"When did you start to grow facial hair?"""" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know."
2385	Relative age voice broke	144645	192554	NA	NA	"ACE touchscreen question """"When did your voice break?"""" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know."
2405	Number of children fathered	154888	182311	NA	NA	"ACE touchscreen question """"How many children have you fathered?"""" The following checks were performed: If answer < 0 then rejected If answer > 200 then rejected If answer > 15 then participant asked to confirm If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know."
2624	Frequency of heavy DIY in last 4 weeks	137208	199991	NA	NA	"ACE touchscreen question """"How many times in the last 4 weeks did you do heavy DIY?"""" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F2624~ was collected from all participants who indicated that they spent time doing heavy DIY (e.g. weeding, lawn mowing, carpentry, digging) in the previous 4 weeks, as defined by their answers to ~F6164~"
2634	Duration of heavy DIY	137364	199835	NA	NA	"ACE touchscreen question """"Each time you did heavy DIY, about how long did you spend doing it?"""" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F2634~ was collected from all participants who indicated that they spent time doing heavy DIY (e.g. weeding, lawn mowing, carpentry, digging) in the previous 4 weeks, as defined by their answers to ~F6164~"
2684	Years since last breast cancer screening / mammogram	108052	229147	NA	NA	"ACE touchscreen question """"How many years ago was your last screen?"""" The following checks were performed: If answer < 0 then rejected If answer > Participants age - 15 years then rejected If answer > 15 then participant asked to confirm If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F2684~ was collected from women who indicated that they had been for a mammogram, as defined by their answers to ~F2674~"
2704	Years since last cervical smear test	139363	197836	NA	NA	"ACE touchscreen question """"How many years ago was your last cervical smear test?"""" The following checks were performed: If answer < 0 then rejected If answer > Participants age - 10 years then rejected If answer > 15 then participant asked to confirm If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F2704~ was collected from women who indicated that they had had a cervical smear test, as defined by their answers to ~F2694~"
2714	Age when periods started (menarche)	176008	161191	NA	NA	"ACE touchscreen question """"How old were you when your periods started?"""" The following checks were performed: If answer < 5 then rejected If answer > Participants age then rejected If answer > 25 then rejected If answer < 6 then participant asked to confirm If answer > 20 then participant asked to confirm If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know."
2734	Number of live births	180952	156247	NA	NA	"ACE touchscreen question """"How many children have you given birth to? (Please include live births only)"""" The following checks were performed: If answer < 0 then rejected If answer > 25 then rejected If answer > 12 then participant asked to confirm"
2744	Birth weight of first child	145558	191641	NA	NA	"ACE touchscreen question """"What was the birth weight of your first child in pounds? (do not include twins)"""" The following checks were performed: If answer < 2 then rejected If answer > 16 then rejected If answer > 12 then participant asked to confirm If the participant activated the Help button they were shown the message: If you are unsure of the weight in pounds, here is a conversion table for pounds, grams and kilograms. Pounds Grams Kilograms 2 907 0.91 3 1361 1.36 4 1814 1.81 5 2268 2.27 6 2721 2.72 7 3175 3.18 8 3629 3.63 9 4082 4.08 10 4536 4.54 11 4990 4.99 12 5443 5.44 13 5897 5.90 14 6350 6.35 15 6804 6.80 An exact answer is not necessary. Please enter the birthweight to the closest pound. If your first birth was twins or other multiple birth, enter the birthweight of the first singleton birth. If you have only had twins or other multiple births then select Only twins. ~F2744~ was collected from women who indicated they had given birth to at least one child, as defined by their answers to ~F2734~"
2754	Age at first live birth	123846	213353	NA	NA	"ACE touchscreen question """"How old were you when you had your FIRST child?"""" The following checks were performed: If answer < 8 then rejected If answer > 65 then rejected If answer > Participants age then rejected If answer < Age at first period then rejected If answer < 12 then participant asked to confirm If answer > 48 then participant asked to confirm If answer > Age when periods stopped then participant asked to confirm ~F2754~ was collected from women who indicated they had given birth to more than one child, as defined by their answers to ~F2734~"
2764	Age at last live birth	123676	213523	NA	NA	"ACE touchscreen question """"How old were you when you had your LAST child?"""" The following checks were performed: If answer < 8 then rejected If answer > 65 then rejected If answer > Participants age then rejected If answer < Age at first period then rejected If answer < 12 then participant asked to confirm If answer > 48 then participant asked to confirm If answer > Age when periods stopped then participant asked to confirm ~F2764~ was collected from women who indicated they had given birth to more than one child, as defined by their answers to ~F2734~"
2794	Age started oral contraceptive pill	144113	193086	NA	NA	"ACE touchscreen question """"About how old were you when you first went on the contraceptive pill?"""" The following checks were performed: If answer < 5 then rejected If answer > Participants age then rejected If answer < 10 then participant asked to confirm If answer > 50 then participant asked to confirm If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F2794~ was collected from women who indicated that they had taken the contraceptive pill, as defined by their answers to ~F2784~"
30510	Creatinine (enzymatic) in urine	327525	9674	NA	NA	Measured by enzymatic analysis on a Beckman Coulter AU5400.
30520	Potassium in urine	326816	10383	NA	NA	Measured by ISE (ion selective electrode) analysis on a Beckman Coulter AU5400.
30530	Sodium in urine	326831	10368	NA	NA	Measured by ISE (ion selective electrode) analysis using Beckman Coulter AU5400.
3062	Forced vital capacity (FVC)	307638	29561	NA	NA	FVC value calculated from blow
3063	Forced expiratory volume in 1-second (FEV1)	307638	29561	NA	NA	FEV1 value calculated from blow
3064	Peak expiratory flow (PEF)	307638	29561	NA	NA	Peak expiratory flow during blow
3526	Mother's age at death	199690	137509	NA	NA	"ACE touchscreen question """"What was her age when she died?"""" The following checks were performed: If answer < 10 then rejected If answer > 122 then rejected If answer < 15 then participant asked to confirm If answer > 105 then participant asked to confirm ~F3526~ was collected from participants who indicated their mother has died, as defined by their answers to ~F1835~ or, if they are adopted, their adopted mother has died, as defined by their answers to ~F1835~"
3637	Frequency of other exercises in last 4 weeks	161170	176029	NA	NA	"ACE touchscreen question """"How many times in the last 4 weeks did you do other exercises such as swimming, cycling, keep fit?"""" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F3637~ was collected from all participants who indicated that they spent time doing other exercises (e.g. swimming, cycling, keep fit, bowling) in the previous 4 weeks, as defined by their answers to ~F6164~"
